m_star, r_d, sigma_1au, sigma_rd, F_FUV, log10(m_dot)
0.100000, 500.000000, 1.000000e+00, 2.000000e-03,  1.000000e+00, -7.588006
0.100000, 250.000000, 1.000000e+00, 4.000000e-03,  1.000000e+00, -7.597730
0.100000, 150.000000, 1.000000e+00, 6.666667e-03,  1.000000e+00, -7.483875
0.100000, 100.000000, 1.000000e+00, 1.000000e-02,  1.000000e+00, -7.748975
0.100000, 80.000000, 1.000000e+00, 1.250000e-02,  1.000000e+00, -8.130046
0.100000, 60.000000, 1.000000e+00, 1.666667e-02,  1.000000e+00, -8.959369
0.100000, 40.000000, 1.000000e+00, 2.500000e-02,  1.000000e+00, -10.230948
0.100000, 20.000000, 1.000000e+00, 5.000000e-02,  1.000000e+00, -12.139093
0.100000, 10.000000, 1.000000e+00, 1.000000e-01,  1.000000e+00, -12.998951
0.100000, 5.000000, 1.000000e+00, 2.000000e-01,  1.000000e+00, -13.729265
0.100000, 500.000000, 1.000000e+01, 2.000000e-02,  1.000000e+00, -6.590595
0.100000, 250.000000, 1.000000e+01, 4.000000e-02,  1.000000e+00, -6.493616
0.100000, 150.000000, 1.000000e+01, 6.666667e-02,  1.000000e+00, -6.456312
0.100000, 100.000000, 1.000000e+01, 1.000000e-01,  1.000000e+00, -6.497759
0.100000, 80.000000, 1.000000e+01, 1.250000e-01,  1.000000e+00, -6.858854
0.100000, 60.000000, 1.000000e+01, 1.666667e-01,  1.000000e+00, -8.064014
0.100000, 40.000000, 1.000000e+01, 2.500000e-01,  1.000000e+00, -9.714308
0.100000, 20.000000, 1.000000e+01, 5.000000e-01,  1.000000e+00, -11.589619
0.100000, 10.000000, 1.000000e+01, 1.000000e+00,  1.000000e+00, -12.773361
0.100000, 5.000000, 1.000000e+01, 2.000000e+00,  1.000000e+00, -13.729984
0.100000, 500.000000, 1.000000e+02, 2.000000e-01,  1.000000e+00, -5.538179
0.100000, 250.000000, 1.000000e+02, 4.000000e-01,  1.000000e+00, -5.495974
0.100000, 150.000000, 1.000000e+02, 6.666667e-01,  1.000000e+00, -5.697888
0.100000, 100.000000, 1.000000e+02, 1.000000e+00,  1.000000e+00, -6.110113
0.100000, 80.000000, 1.000000e+02, 1.250000e+00,  1.000000e+00, -6.464783
0.100000, 60.000000, 1.000000e+02, 1.666667e+00,  1.000000e+00, -7.146326
0.100000, 40.000000, 1.000000e+02, 2.500000e+00,  1.000000e+00, -9.143904
0.100000, 20.000000, 1.000000e+02, 5.000000e+00,  1.000000e+00, -11.712947
0.100000, 10.000000, 1.000000e+02, 1.000000e+01,  1.000000e+00, -12.352059
0.100000, 5.000000, 1.000000e+02, 2.000000e+01,  1.000000e+00, -13.373090
0.100000, 500.000000, 1.000000e+03, 2.000000e+00,  1.000000e+00, -4.640086
0.100000, 250.000000, 1.000000e+03, 4.000000e+00,  1.000000e+00, -4.613377
0.100000, 150.000000, 1.000000e+03, 6.666667e+00,  1.000000e+00, -5.072999
0.100000, 100.000000, 1.000000e+03, 1.000000e+01,  1.000000e+00, -5.708556
0.100000, 80.000000, 1.000000e+03, 1.250000e+01,  1.000000e+00, -6.076598
0.100000, 60.000000, 1.000000e+03, 1.666667e+01,  1.000000e+00, -6.736531
0.100000, 40.000000, 1.000000e+03, 2.500000e+01,  1.000000e+00, -8.705526
0.100000, 20.000000, 1.000000e+03, 5.000000e+01,  1.000000e+00, -10.449368
0.100000, 10.000000, 1.000000e+03, 1.000000e+02,  1.000000e+00, -12.385067
0.100000, 5.000000, 1.000000e+03, 2.000000e+02,  1.000000e+00, -12.856507
0.100000, 500.000000, 1.000000e+04, 2.000000e+01,  1.000000e+00, -3.646065
0.100000, 250.000000, 1.000000e+04, 4.000000e+01,  1.000000e+00, -3.616564
0.100000, 150.000000, 1.000000e+04, 6.666667e+01,  1.000000e+00, -4.024570
0.100000, 100.000000, 1.000000e+04, 1.000000e+02,  1.000000e+00, -5.191980
0.100000, 80.000000, 1.000000e+04, 1.250000e+02,  1.000000e+00, -5.679907
0.100000, 60.000000, 1.000000e+04, 1.666667e+02,  1.000000e+00, -6.337447
0.100000, 40.000000, 1.000000e+04, 2.500000e+02,  1.000000e+00, -8.133445
0.100000, 20.000000, 1.000000e+04, 5.000000e+02,  1.000000e+00, -10.127565
0.100000, 10.000000, 1.000000e+04, 1.000000e+03,  1.000000e+00, -11.783807
0.100000, 5.000000, 1.000000e+04, 2.000000e+03,  1.000000e+00, -12.566860
0.100000, 500.000000, 1.000000e+05, 2.000000e+02,  1.000000e+00, -2.644648
0.100000, 250.000000, 1.000000e+05, 4.000000e+02,  1.000000e+00, -4.664196
0.100000, 150.000000, 1.000000e+05, 6.666667e+02,  1.000000e+00, -3.085759
0.100000, 100.000000, 1.000000e+05, 1.000000e+03,  1.000000e+00, -4.175423
0.100000, 80.000000, 1.000000e+05, 1.250000e+03,  1.000000e+00, -5.057418
0.100000, 60.000000, 1.000000e+05, 1.666667e+03,  1.000000e+00, -5.946304
0.100000, 40.000000, 1.000000e+05, 2.500000e+03,  1.000000e+00, -7.257201
0.100000, 20.000000, 1.000000e+05, 5.000000e+03,  1.000000e+00, -9.883547
0.100000, 10.000000, 1.000000e+05, 1.000000e+04,  1.000000e+00, -13.038458
0.100000, 5.000000, 1.000000e+05, 2.000000e+04,  1.000000e+00, -12.195055
0.100000, 500.000000, 1.000000e+00, 2.000000e-03,  1.000000e+01, -7.474861
0.100000, 250.000000, 1.000000e+00, 4.000000e-03,  1.000000e+01, -7.438977
0.100000, 150.000000, 1.000000e+00, 6.666667e-03,  1.000000e+01, -7.458686
0.100000, 100.000000, 1.000000e+00, 1.000000e-02,  1.000000e+01, -7.393127
0.100000, 80.000000, 1.000000e+00, 1.250000e-02,  1.000000e+01, -7.364966
0.100000, 60.000000, 1.000000e+00, 1.666667e-02,  1.000000e+01, -7.338645
0.100000, 40.000000, 1.000000e+00, 2.500000e-02,  1.000000e+01, -7.981044
0.100000, 20.000000, 1.000000e+00, 5.000000e-02,  1.000000e+01, -10.350004
0.100000, 10.000000, 1.000000e+00, 1.000000e-01,  1.000000e+01, -12.146803
0.100000, 5.000000, 1.000000e+00, 2.000000e-01,  1.000000e+01, -13.071127
0.100000, 500.000000, 1.000000e+01, 2.000000e-02,  1.000000e+01, -6.537376
0.100000, 250.000000, 1.000000e+01, 4.000000e-02,  1.000000e+01, -6.427448
0.100000, 150.000000, 1.000000e+01, 6.666667e-02,  1.000000e+01, -6.365035
0.100000, 100.000000, 1.000000e+01, 1.000000e-01,  1.000000e+01, -6.333511
0.100000, 80.000000, 1.000000e+01, 1.250000e-01,  1.000000e+01, -6.328516
0.100000, 60.000000, 1.000000e+01, 1.666667e-01,  1.000000e+01, -6.354218
0.100000, 40.000000, 1.000000e+01, 2.500000e-01,  1.000000e+01, -7.396851
0.100000, 20.000000, 1.000000e+01, 5.000000e-01,  1.000000e+01, -9.796474
0.100000, 10.000000, 1.000000e+01, 1.000000e+00,  1.000000e+01, -11.893351
0.100000, 5.000000, 1.000000e+01, 2.000000e+00,  1.000000e+01, -12.618823
0.100000, 500.000000, 1.000000e+02, 2.000000e-01,  1.000000e+01, -5.477659
0.100000, 250.000000, 1.000000e+02, 4.000000e-01,  1.000000e+01, -5.411632
0.100000, 150.000000, 1.000000e+02, 6.666667e-01,  1.000000e+01, -5.535876
0.100000, 100.000000, 1.000000e+02, 1.000000e+00,  1.000000e+01, -5.899246
0.100000, 80.000000, 1.000000e+02, 1.250000e+00,  1.000000e+01, -6.098012
0.100000, 60.000000, 1.000000e+02, 1.666667e+00,  1.000000e+01, -6.428266
0.100000, 40.000000, 1.000000e+02, 2.500000e+00,  1.000000e+01, -7.106967
0.100000, 20.000000, 1.000000e+02, 5.000000e+00,  1.000000e+01, -9.445391
0.100000, 10.000000, 1.000000e+02, 1.000000e+01,  1.000000e+01, -10.798909
0.100000, 5.000000, 1.000000e+02, 2.000000e+01,  1.000000e+01, -11.811279
0.100000, 500.000000, 1.000000e+03, 2.000000e+00,  1.000000e+01, -4.646968
0.100000, 250.000000, 1.000000e+03, 4.000000e+00,  1.000000e+01, -4.655112
0.100000, 150.000000, 1.000000e+03, 6.666667e+00,  1.000000e+01, -5.086371
0.100000, 100.000000, 1.000000e+03, 1.000000e+01,  1.000000e+01, -5.588441
0.100000, 80.000000, 1.000000e+03, 1.250000e+01,  1.000000e+01, -5.857485
0.100000, 60.000000, 1.000000e+03, 1.666667e+01,  1.000000e+01, -6.242627
0.100000, 40.000000, 1.000000e+03, 2.500000e+01,  1.000000e+01, -6.897640
0.100000, 20.000000, 1.000000e+03, 5.000000e+01,  1.000000e+01, -9.271960
0.100000, 10.000000, 1.000000e+03, 1.000000e+02,  1.000000e+01, -12.050691
0.100000, 5.000000, 1.000000e+03, 2.000000e+02,  1.000000e+01, -12.097220
0.100000, 500.000000, 1.000000e+04, 2.000000e+01,  1.000000e+01, -3.652020
0.100000, 250.000000, 1.000000e+04, 4.000000e+01,  1.000000e+01, -3.625800
0.100000, 150.000000, 1.000000e+04, 6.666667e+01,  1.000000e+01, -4.152077
0.100000, 100.000000, 1.000000e+04, 1.000000e+02,  1.000000e+01, -5.177814
0.100000, 80.000000, 1.000000e+04, 1.250000e+02,  1.000000e+01, -5.568257
0.100000, 60.000000, 1.000000e+04, 1.666667e+02,  1.000000e+01, -6.033480
0.100000, 40.000000, 1.000000e+04, 2.500000e+02,  1.000000e+01, -6.684237
0.100000, 20.000000, 1.000000e+04, 5.000000e+02,  1.000000e+01, -9.033214
0.100000, 10.000000, 1.000000e+04, 1.000000e+03,  1.000000e+01, -10.824436
0.100000, 5.000000, 1.000000e+04, 2.000000e+03,  1.000000e+01, -10.927486
0.100000, 500.000000, 1.000000e+05, 2.000000e+02,  1.000000e+01, -2.647129
0.100000, 250.000000, 1.000000e+05, 4.000000e+02,  1.000000e+01, -3.763945
0.100000, 150.000000, 1.000000e+05, 6.666667e+02,  1.000000e+01, -3.170327
0.100000, 100.000000, 1.000000e+05, 1.000000e+03,  1.000000e+01, -4.333268
0.100000, 80.000000, 1.000000e+05, 1.250000e+03,  1.000000e+01, -5.134928
0.100000, 60.000000, 1.000000e+05, 1.666667e+03,  1.000000e+01, -5.789253
0.100000, 40.000000, 1.000000e+05, 2.500000e+03,  1.000000e+01, -6.499960
0.100000, 20.000000, 1.000000e+05, 5.000000e+03,  1.000000e+01, -8.809489
0.100000, 10.000000, 1.000000e+05, 1.000000e+04,  1.000000e+01, -11.837227
0.100000, 5.000000, 1.000000e+05, 2.000000e+04,  1.000000e+01, -12.545941
0.100000, 500.000000, 1.000000e+00, 2.000000e-03,  1.000000e+02, -7.437799
0.100000, 250.000000, 1.000000e+00, 4.000000e-03,  1.000000e+02, -7.363623
0.100000, 150.000000, 1.000000e+00, 6.666667e-03,  1.000000e+02, -7.316870
0.100000, 100.000000, 1.000000e+00, 1.000000e-02,  1.000000e+02, -7.285441
0.100000, 80.000000, 1.000000e+00, 1.250000e-02,  1.000000e+02, -7.278647
0.100000, 60.000000, 1.000000e+00, 1.666667e-02,  1.000000e+02, -7.255638
0.100000, 40.000000, 1.000000e+00, 2.500000e-02,  1.000000e+02, -7.199802
0.100000, 20.000000, 1.000000e+00, 5.000000e-02,  1.000000e+02, -8.211928
0.100000, 10.000000, 1.000000e+00, 1.000000e-01,  1.000000e+02, -10.421007
0.100000, 5.000000, 1.000000e+00, 2.000000e-01,  1.000000e+02, -11.001624
0.100000, 500.000000, 1.000000e+01, 2.000000e-02,  1.000000e+02, -6.453781
0.100000, 250.000000, 1.000000e+01, 4.000000e-02,  1.000000e+02, -6.355368
0.100000, 150.000000, 1.000000e+01, 6.666667e-02,  1.000000e+02, -6.292617
0.100000, 100.000000, 1.000000e+01, 1.000000e-01,  1.000000e+02, -6.241937
0.100000, 80.000000, 1.000000e+01, 1.250000e-01,  1.000000e+02, -6.222136
0.100000, 60.000000, 1.000000e+01, 1.666667e-01,  1.000000e+02, -6.217187
0.100000, 40.000000, 1.000000e+01, 2.500000e-01,  1.000000e+02, -6.495400
0.100000, 20.000000, 1.000000e+01, 5.000000e-01,  1.000000e+02, -8.086534
0.100000, 10.000000, 1.000000e+01, 1.000000e+00,  1.000000e+02, -9.950498
0.100000, 5.000000, 1.000000e+01, 2.000000e+00,  1.000000e+02, -11.061866
0.100000, 500.000000, 1.000000e+02, 2.000000e-01,  1.000000e+02, -5.441494
0.100000, 250.000000, 1.000000e+02, 4.000000e-01,  1.000000e+02, -5.337630
0.100000, 150.000000, 1.000000e+02, 6.666667e-01,  1.000000e+02, -5.341743
0.100000, 100.000000, 1.000000e+02, 1.000000e+00,  1.000000e+02, -5.765765
0.100000, 80.000000, 1.000000e+02, 1.250000e+00,  1.000000e+02, -5.903606
0.100000, 60.000000, 1.000000e+02, 1.666667e+00,  1.000000e+02, -6.134002
0.100000, 40.000000, 1.000000e+02, 2.500000e+00,  1.000000e+02, -6.532740
0.100000, 20.000000, 1.000000e+02, 5.000000e+00,  1.000000e+02, -7.787734
0.100000, 10.000000, 1.000000e+02, 1.000000e+01,  1.000000e+02, -9.340292
0.100000, 5.000000, 1.000000e+02, 2.000000e+01,  1.000000e+02, -10.672514
0.100000, 500.000000, 1.000000e+03, 2.000000e+00,  1.000000e+02, -4.597073
0.100000, 250.000000, 1.000000e+03, 4.000000e+00,  1.000000e+02, -4.681388
0.100000, 150.000000, 1.000000e+03, 6.666667e+00,  1.000000e+02, -5.056654
0.100000, 100.000000, 1.000000e+03, 1.000000e+01,  1.000000e+02, -5.463152
0.100000, 80.000000, 1.000000e+03, 1.250000e+01,  1.000000e+02, -5.683021
0.100000, 60.000000, 1.000000e+03, 1.666667e+01,  1.000000e+02, -5.983018
0.100000, 40.000000, 1.000000e+03, 2.500000e+01,  1.000000e+02, -6.421922
0.100000, 20.000000, 1.000000e+03, 5.000000e+01,  1.000000e+02, -7.535923
0.100000, 10.000000, 1.000000e+03, 1.000000e+02,  1.000000e+02, -8.749218
0.100000, 5.000000, 1.000000e+03, 2.000000e+02,  1.000000e+02, -10.245180
0.100000, 500.000000, 1.000000e+04, 2.000000e+01,  1.000000e+02, -3.682922
0.100000, 250.000000, 1.000000e+04, 4.000000e+01,  1.000000e+02, -3.663058
0.100000, 150.000000, 1.000000e+04, 6.666667e+01,  1.000000e+02, -4.272655
0.100000, 100.000000, 1.000000e+04, 1.000000e+02,  1.000000e+02, -5.122638
0.100000, 80.000000, 1.000000e+04, 1.250000e+02,  1.000000e+02, -5.446507
0.100000, 60.000000, 1.000000e+04, 1.666667e+02,  1.000000e+02, -5.818893
0.100000, 40.000000, 1.000000e+04, 2.500000e+02,  1.000000e+02, -6.295810
0.100000, 20.000000, 1.000000e+04, 5.000000e+02,  1.000000e+02, -7.236864
0.100000, 10.000000, 1.000000e+04, 1.000000e+03,  1.000000e+02, -8.377607
0.100000, 5.000000, 1.000000e+04, 2.000000e+03,  1.000000e+02, -9.623075
0.100000, 500.000000, 1.000000e+05, 2.000000e+02,  1.000000e+02, -2.650421
0.100000, 250.000000, 1.000000e+05, 4.000000e+02,  1.000000e+02, -2.651438
0.100000, 150.000000, 1.000000e+05, 6.666667e+02,  1.000000e+02, -3.287302
0.100000, 100.000000, 1.000000e+05, 1.000000e+03,  1.000000e+02, -4.439949
0.100000, 80.000000, 1.000000e+05, 1.250000e+03,  1.000000e+02, -5.096190
0.100000, 60.000000, 1.000000e+05, 1.666667e+03,  1.000000e+02, -5.624108
0.100000, 40.000000, 1.000000e+05, 2.500000e+03,  1.000000e+02, -6.168804
0.100000, 20.000000, 1.000000e+05, 5.000000e+03,  1.000000e+02, -7.123935
0.100000, 10.000000, 1.000000e+05, 1.000000e+04,  1.000000e+02, -8.183470
0.100000, 5.000000, 1.000000e+05, 2.000000e+04,  1.000000e+02, -9.014067
0.100000, 500.000000, 1.000000e+00, 2.000000e-03,  1.000000e+03, -7.405954
0.100000, 250.000000, 1.000000e+00, 4.000000e-03,  1.000000e+03, -7.292460
0.100000, 150.000000, 1.000000e+00, 6.666667e-03,  1.000000e+03, -7.232672
0.100000, 100.000000, 1.000000e+00, 1.000000e-02,  1.000000e+03, -7.177454
0.100000, 80.000000, 1.000000e+00, 1.250000e-02,  1.000000e+03, -7.148666
0.100000, 60.000000, 1.000000e+00, 1.666667e-02,  1.000000e+03, -7.109023
0.100000, 40.000000, 1.000000e+00, 2.500000e-02,  1.000000e+03, -7.083031
0.100000, 20.000000, 1.000000e+00, 5.000000e-02,  1.000000e+03, -7.019473
0.100000, 10.000000, 1.000000e+00, 1.000000e-01,  1.000000e+03, -8.067136
0.100000, 5.000000, 1.000000e+00, 2.000000e-01,  1.000000e+03, -10.095413
0.100000, 500.000000, 1.000000e+01, 2.000000e-02,  1.000000e+03, -6.426011
0.100000, 250.000000, 1.000000e+01, 4.000000e-02,  1.000000e+03, -6.287913
0.100000, 150.000000, 1.000000e+01, 6.666667e-02,  1.000000e+03, -6.192636
0.100000, 100.000000, 1.000000e+01, 1.000000e-01,  1.000000e+03, -6.211583
0.100000, 80.000000, 1.000000e+01, 1.250000e-01,  1.000000e+03, -6.130987
0.100000, 60.000000, 1.000000e+01, 1.666667e-01,  1.000000e+03, -6.100219
0.100000, 40.000000, 1.000000e+01, 2.500000e-01,  1.000000e+03, -6.101194
0.100000, 20.000000, 1.000000e+01, 5.000000e-01,  1.000000e+03, -6.931419
0.100000, 10.000000, 1.000000e+01, 1.000000e+00,  1.000000e+03, -8.043412
0.100000, 5.000000, 1.000000e+01, 2.000000e+00,  1.000000e+03, -9.474450
0.100000, 500.000000, 1.000000e+02, 2.000000e-01,  1.000000e+03, -5.388765
0.100000, 250.000000, 1.000000e+02, 4.000000e-01,  1.000000e+03, -5.282693
0.100000, 150.000000, 1.000000e+02, 6.666667e-01,  1.000000e+03, -5.221889
0.100000, 100.000000, 1.000000e+02, 1.000000e+00,  1.000000e+03, -5.504289
0.100000, 80.000000, 1.000000e+02, 1.250000e+00,  1.000000e+03, -5.815497
0.100000, 60.000000, 1.000000e+02, 1.666667e+00,  1.000000e+03, -5.964102
0.100000, 40.000000, 1.000000e+02, 2.500000e+00,  1.000000e+03, -6.251976
0.100000, 20.000000, 1.000000e+02, 5.000000e+00,  1.000000e+03, -6.860763
0.100000, 10.000000, 1.000000e+02, 1.000000e+01,  1.000000e+03, -7.829621
0.100000, 5.000000, 1.000000e+02, 2.000000e+01,  1.000000e+03, -9.490772
0.100000, 500.000000, 1.000000e+03, 2.000000e+00,  1.000000e+03, -4.468752
0.100000, 250.000000, 1.000000e+03, 4.000000e+00,  1.000000e+03, -4.760826
0.100000, 150.000000, 1.000000e+03, 6.666667e+00,  1.000000e+03, -5.072351
0.100000, 100.000000, 1.000000e+03, 1.000000e+01,  1.000000e+03, -5.391991
0.100000, 80.000000, 1.000000e+03, 1.250000e+01,  1.000000e+03, -5.567060
0.100000, 60.000000, 1.000000e+03, 1.666667e+01,  1.000000e+03, -5.808934
0.100000, 40.000000, 1.000000e+03, 2.500000e+01,  1.000000e+03, -6.156537
0.100000, 20.000000, 1.000000e+03, 5.000000e+01,  1.000000e+03, -6.781207
0.100000, 10.000000, 1.000000e+03, 1.000000e+02,  1.000000e+03, -7.594298
0.100000, 5.000000, 1.000000e+03, 2.000000e+02,  1.000000e+03, -8.674857
0.100000, 500.000000, 1.000000e+04, 2.000000e+01,  1.000000e+03, -3.714651
0.100000, 250.000000, 1.000000e+04, 4.000000e+01,  1.000000e+03, -3.776967
0.100000, 150.000000, 1.000000e+04, 6.666667e+01,  1.000000e+03, -4.377626
0.100000, 100.000000, 1.000000e+04, 1.000000e+02,  1.000000e+03, -5.094441
0.100000, 80.000000, 1.000000e+04, 1.250000e+02,  1.000000e+03, -5.357111
0.100000, 60.000000, 1.000000e+04, 1.666667e+02,  1.000000e+03, -5.665148
0.100000, 40.000000, 1.000000e+04, 2.500000e+02,  1.000000e+03, -6.058399
0.100000, 20.000000, 1.000000e+04, 5.000000e+02,  1.000000e+03, -6.680108
0.100000, 10.000000, 1.000000e+04, 1.000000e+03,  1.000000e+03, -7.271417
0.100000, 5.000000, 1.000000e+04, 2.000000e+03,  1.000000e+03, -8.166989
0.100000, 500.000000, 1.000000e+05, 2.000000e+02,  1.000000e+03, -2.654514
0.100000, 250.000000, 1.000000e+05, 4.000000e+02,  1.000000e+03, -2.774725
0.100000, 150.000000, 1.000000e+05, 6.666667e+02,  1.000000e+03, -3.447552
0.100000, 100.000000, 1.000000e+05, 1.000000e+03,  1.000000e+03, -4.514351
0.100000, 80.000000, 1.000000e+05, 1.250000e+03,  1.000000e+03, -5.077340
0.100000, 60.000000, 1.000000e+05, 1.666667e+03,  1.000000e+03, -5.505748
0.100000, 40.000000, 1.000000e+05, 2.500000e+03,  1.000000e+03, -5.952089
0.100000, 20.000000, 1.000000e+05, 5.000000e+03,  1.000000e+03, -6.598012
0.100000, 10.000000, 1.000000e+05, 1.000000e+04,  1.000000e+03, -7.049068
0.100000, 5.000000, 1.000000e+05, 2.000000e+04,  1.000000e+03, -7.752240
0.100000, 500.000000, 1.000000e+00, 2.000000e-03,  1.000000e+04, -7.347022
0.100000, 250.000000, 1.000000e+00, 4.000000e-03,  1.000000e+04, -7.193249
0.100000, 150.000000, 1.000000e+00, 6.666667e-03,  1.000000e+04, -7.110088
0.100000, 100.000000, 1.000000e+00, 1.000000e-02,  1.000000e+04, -7.064977
0.100000, 80.000000, 1.000000e+00, 1.250000e-02,  1.000000e+04, -7.098308
0.100000, 60.000000, 1.000000e+00, 1.666667e-02,  1.000000e+04, -7.045366
0.100000, 40.000000, 1.000000e+00, 2.500000e-02,  1.000000e+04, -6.965699
0.100000, 20.000000, 1.000000e+00, 5.000000e-02,  1.000000e+04, -6.898978
0.100000, 10.000000, 1.000000e+00, 1.000000e-01,  1.000000e+04, -6.876405
0.100000, 5.000000, 1.000000e+00, 2.000000e-01,  1.000000e+04, -7.798058
0.100000, 500.000000, 1.000000e+01, 2.000000e-02,  1.000000e+04, -6.331936
0.100000, 250.000000, 1.000000e+01, 4.000000e-02,  1.000000e+04, -6.288603
0.100000, 150.000000, 1.000000e+01, 6.666667e-02,  1.000000e+04, -6.142943
0.100000, 100.000000, 1.000000e+01, 1.000000e-01,  1.000000e+04, -6.061035
0.100000, 80.000000, 1.000000e+01, 1.250000e-01,  1.000000e+04, -6.066306
0.100000, 60.000000, 1.000000e+01, 1.666667e-01,  1.000000e+04, -6.002164
0.100000, 40.000000, 1.000000e+01, 2.500000e-01,  1.000000e+04, -5.960867
0.100000, 20.000000, 1.000000e+01, 5.000000e-01,  1.000000e+04, -6.268563
0.100000, 10.000000, 1.000000e+01, 1.000000e+00,  1.000000e+04, -7.092013
0.100000, 5.000000, 1.000000e+01, 2.000000e+00,  1.000000e+04, -7.639213
0.100000, 500.000000, 1.000000e+02, 2.000000e-01,  1.000000e+04, -5.377702
0.100000, 250.000000, 1.000000e+02, 4.000000e-01,  1.000000e+04, -5.259463
0.100000, 150.000000, 1.000000e+02, 6.666667e-01,  1.000000e+04, -5.155688
0.100000, 100.000000, 1.000000e+02, 1.000000e+00,  1.000000e+04, -5.151551
0.100000, 80.000000, 1.000000e+02, 1.250000e+00,  1.000000e+04, -5.387789
0.100000, 60.000000, 1.000000e+02, 1.666667e+00,  1.000000e+04, -5.820033
0.100000, 40.000000, 1.000000e+02, 2.500000e+00,  1.000000e+04, -6.172211
0.100000, 20.000000, 1.000000e+02, 5.000000e+00,  1.000000e+04, -6.561874
0.100000, 10.000000, 1.000000e+02, 1.000000e+01,  1.000000e+04, -7.072526
0.100000, 5.000000, 1.000000e+02, 2.000000e+01,  1.000000e+04, -7.489155
0.100000, 500.000000, 1.000000e+03, 2.000000e+00,  1.000000e+04, -4.709025
0.100000, 250.000000, 1.000000e+03, 4.000000e+00,  1.000000e+04, -4.894771
0.100000, 150.000000, 1.000000e+03, 6.666667e+00,  1.000000e+04, -5.125766
0.100000, 100.000000, 1.000000e+03, 1.000000e+01,  1.000000e+04, -5.316146
0.100000, 80.000000, 1.000000e+03, 1.250000e+01,  1.000000e+04, -5.463214
0.100000, 60.000000, 1.000000e+03, 1.666667e+01,  1.000000e+04, -5.674554
0.100000, 40.000000, 1.000000e+03, 2.500000e+01,  1.000000e+04, -6.003073
0.100000, 20.000000, 1.000000e+03, 5.000000e+01,  1.000000e+04, -6.454352
0.100000, 10.000000, 1.000000e+03, 1.000000e+02,  1.000000e+04, -6.901653
0.100000, 5.000000, 1.000000e+03, 2.000000e+02,  1.000000e+04, -7.489684
0.100000, 500.000000, 1.000000e+04, 2.000000e+01,  1.000000e+04, -4.120032
0.100000, 250.000000, 1.000000e+04, 4.000000e+01,  1.000000e+04, -4.451362
0.100000, 150.000000, 1.000000e+04, 6.666667e+01,  1.000000e+04, -4.871868
0.100000, 100.000000, 1.000000e+04, 1.000000e+02,  1.000000e+04, -5.316842
0.100000, 80.000000, 1.000000e+04, 1.250000e+02,  1.000000e+04, -5.372490
0.100000, 60.000000, 1.000000e+04, 1.666667e+02,  1.000000e+04, -5.568938
0.100000, 40.000000, 1.000000e+04, 2.500000e+02,  1.000000e+04, -5.896167
0.100000, 20.000000, 1.000000e+04, 5.000000e+02,  1.000000e+04, -6.382468
0.100000, 10.000000, 1.000000e+04, 1.000000e+03,  1.000000e+04, -6.804843
0.100000, 5.000000, 1.000000e+04, 2.000000e+03,  1.000000e+04, -7.199390
0.100000, 500.000000, 1.000000e+05, 2.000000e+02,  1.000000e+04, -2.772070
0.100000, 250.000000, 1.000000e+05, 4.000000e+02,  1.000000e+04, -2.966886
0.100000, 150.000000, 1.000000e+05, 6.666667e+02,  1.000000e+04, -4.179491
0.100000, 100.000000, 1.000000e+05, 1.000000e+03,  1.000000e+04, -5.032979
0.100000, 80.000000, 1.000000e+05, 1.250000e+03,  1.000000e+04, -5.290116
0.100000, 60.000000, 1.000000e+05, 1.666667e+03,  1.000000e+04, -5.470158
0.100000, 40.000000, 1.000000e+05, 2.500000e+03,  1.000000e+04, -5.841122
0.100000, 20.000000, 1.000000e+05, 5.000000e+03,  1.000000e+04, -6.308790
0.100000, 10.000000, 1.000000e+05, 1.000000e+04,  1.000000e+04, -6.641456
0.100000, 5.000000, 1.000000e+05, 2.000000e+04,  1.000000e+04, -7.051838
0.100000, 500.000000, 1.000000e+00, 2.000000e-03,  1.000000e+05, -7.320993
0.100000, 250.000000, 1.000000e+00, 4.000000e-03,  1.000000e+05, -7.187707
0.100000, 150.000000, 1.000000e+00, 6.666667e-03,  1.000000e+05, -7.097451
0.100000, 100.000000, 1.000000e+00, 1.000000e-02,  1.000000e+05, -7.016879
0.100000, 80.000000, 1.000000e+00, 1.250000e-02,  1.000000e+05, -6.965361
0.100000, 60.000000, 1.000000e+00, 1.666667e-02,  1.000000e+05, -6.907001
0.100000, 40.000000, 1.000000e+00, 2.500000e-02,  1.000000e+05, -6.812210
0.100000, 20.000000, 1.000000e+00, 5.000000e-02,  1.000000e+05, -6.635239
0.100000, 10.000000, 1.000000e+00, 1.000000e-01,  1.000000e+05, -6.606243
0.100000, 5.000000, 1.000000e+00, 2.000000e-01,  1.000000e+05, -7.011596
0.100000, 500.000000, 1.000000e+01, 2.000000e-02,  1.000000e+05, -6.360463
0.100000, 250.000000, 1.000000e+01, 4.000000e-02,  1.000000e+05, -6.215008
0.100000, 150.000000, 1.000000e+01, 6.666667e-02,  1.000000e+05, -6.105871
0.100000, 100.000000, 1.000000e+01, 1.000000e-01,  1.000000e+05, -6.051966
0.100000, 80.000000, 1.000000e+01, 1.250000e-01,  1.000000e+05, -6.002034
0.100000, 60.000000, 1.000000e+01, 1.666667e-01,  1.000000e+05, -5.898362
0.100000, 40.000000, 1.000000e+01, 2.500000e-01,  1.000000e+05, -5.863505
